"","X2","X0.5","X0.5.1","X0.26"
"623",3,6,1.5,1
"624",3,6,2,1
"625",3,6,2.5,1
"626",3,6,3,0.96
"627",3,6,3.5,0.86
"628",3,6,4,0.76
"629",3,6,4.5,0.62
"630",3,6,5,0.6
"631",3,6,5.5,0.44
"632",3,6,6,0.32
"633",3,6,6.5,0.18
"634",3,6,7,0.34
"635",3,6,7.5,0.28
"636",3,6,8,0.22
"637",3,6,8.5,0.22
"638",3,6,9,0.16
"639",3,6,9.5,0.2
"640",3,6,10,0.14
"641",3,6.5,0.5,1
"642",3,6.5,1,1
"643",3,6.5,1.5,1
"644",3,6.5,2,1
"645",3,6.5,2.5,1
"646",3,6.5,3,0.98
"647",3,6.5,3.5,0.88
"648",3,6.5,4,0.76
"649",3,6.5,4.5,0.7
"650",3,6.5,5,0.78
"651",3,6.5,5.5,0.6
"652",3,6.5,6,0.58
"653",3,6.5,6.5,0.36
"654",3,6.5,7,0.28
"655",3,6.5,7.5,0.4
"656",3,6.5,8,0.32
"657",3,6.5,8.5,0.14
"658",3,6.5,9,0.24
"659",3,6.5,9.5,0.26
"660",3,6.5,10,0.18
"661",3,7,0.5,1
"662",3,7,1,1
"663",3,7,1.5,1
"664",3,7,2,1
"665",3,7,2.5,1
"666",3,7,3,0.98
"667",3,7,3.5,0.92
"668",3,7,4,0.76
"669",3,7,4.5,0.76
"670",3,7,5,0.62
"671",3,7,5.5,0.58
"672",3,7,6,0.46
"673",3,7,6.5,0.5
"674",3,7,7,0.38
"675",3,7,7.5,0.38
"676",3,7,8,0.24
"677",3,7,8.5,0.24
"678",3,7,9,0.16
"679",3,7,9.5,0.24
"680",3,7,10,0.26
"681",3,7.5,0.5,1
"682",3,7.5,1,1
"683",3,7.5,1.5,1
"684",3,7.5,2,1
"685",3,7.5,2.5,1
"686",3,7.5,3,1
"687",3,7.5,3.5,0.9
"688",3,7.5,4,0.88
"689",3,7.5,4.5,0.86
"690",3,7.5,5,0.62
"691",3,7.5,5.5,0.64
"692",3,7.5,6,0.56
"693",3,7.5,6.5,0.42
"694",3,7.5,7,0.4
"695",3,7.5,7.5,0.34
"696",3,7.5,8,0.2
"697",3,7.5,8.5,0.34
"698",3,7.5,9,0.18
"699",3,7.5,9.5,0.12
"700",3,7.5,10,0.24
"701",3,8,0.5,1
"702",3,8,1,1
"703",3,8,1.5,1
"704",3,8,2,1
"705",3,8,2.5,1
"706",3,8,3,1
"707",3,8,3.5,0.98
"708",3,8,4,0.9
"709",3,8,4.5,0.88
"710",3,8,5,0.74
"711",3,8,5.5,0.8
"712",3,8,6,0.68
"713",3,8,6.5,0.48
"714",3,8,7,0.32
"715",3,8,7.5,0.46
"716",3,8,8,0.32
"717",3,8,8.5,0.34
"718",3,8,9,0.28
"719",3,8,9.5,0.3
"720",3,8,10,0.24
"721",3,8.5,0.5,1
"722",3,8.5,1,1
"723",3,8.5,1.5,1
"724",3,8.5,2,1
"725",3,8.5,2.5,1
"726",3,8.5,3,1
"727",3,8.5,3.5,1
"728",3,8.5,4,0.98
"729",3,8.5,4.5,0.94
"730",3,8.5,5,0.7
"731",3,8.5,5.5,0.62
"732",3,8.5,6,0.62
"733",3,8.5,6.5,0.68
"734",3,8.5,7,0.46
"735",3,8.5,7.5,0.5
"736",3,8.5,8,0.46
"737",3,8.5,8.5,0.32
"738",3,8.5,9,0.34
"739",3,8.5,9.5,0.32
"740",3,8.5,10,0.26
"741",3,9,0.5,1
"742",3,9,1,1
"743",3,9,1.5,1
"744",3,9,2,1
"745",3,9,2.5,1
"746",3,9,3,1
"747",3,9,3.5,0.98
"748",3,9,4,0.96
"749",3,9,4.5,0.96
"750",3,9,5,0.8
"751",3,9,5.5,0.72
"752",3,9,6,0.58
"753",3,9,6.5,0.74
