"","X2","X0.5","X0.5.1","X0.96"
"727",3,8.5,3.5,0.96
"728",3,8.5,4,0.9
"729",3,8.5,4.5,0.96
"730",3,8.5,5,0.88
"731",3,8.5,5.5,0.94
"732",3,8.5,6,0.94
"733",3,8.5,6.5,0.96
"734",3,8.5,7,0.98
"735",3,8.5,7.5,0.94
"736",3,8.5,8,0.94
"737",3,8.5,8.5,0.98
"738",3,8.5,9,0.94
"739",3,8.5,9.5,0.96
"740",3,8.5,10,0.96
"741",3,9,0.5,1
"742",3,9,1,0.96
"743",3,9,1.5,0.92
"744",3,9,2,0.96
"745",3,9,2.5,0.96
"746",3,9,3,0.94
"747",3,9,3.5,0.86
"748",3,9,4,0.94
"749",3,9,4.5,0.92
"750",3,9,5,0.96
"751",3,9,5.5,0.96
"752",3,9,6,0.96
"753",3,9,6.5,0.92
"754",3,9,7,0.96
"755",3,9,7.5,0.94
"756",3,9,8,0.94
"757",3,9,8.5,0.96
"758",3,9,9,0.94
"759",3,9,9.5,0.92
"760",3,9,10,0.98
"761",3,9.5,0.5,0.98
"762",3,9.5,1,0.92
"763",3,9.5,1.5,1
"764",3,9.5,2,0.96
"765",3,9.5,2.5,0.98
"766",3,9.5,3,1
"767",3,9.5,3.5,0.96
"768",3,9.5,4,0.96
"769",3,9.5,4.5,0.94
"770",3,9.5,5,0.9
"771",3,9.5,5.5,0.94
"772",3,9.5,6,0.98
"773",3,9.5,6.5,0.98
"774",3,9.5,7,0.96
"775",3,9.5,7.5,0.96
"776",3,9.5,8,0.9
"777",3,9.5,8.5,0.9
"778",3,9.5,9,0.96
"779",3,9.5,9.5,0.96
"780",3,9.5,10,0.94
"781",3,10,0.5,0.96
"782",3,10,1,0.92
"783",3,10,1.5,0.96
"784",3,10,2,0.94
"785",3,10,2.5,0.96
"786",3,10,3,0.92
"787",3,10,3.5,0.92
"788",3,10,4,0.92
"789",3,10,4.5,0.9
"790",3,10,5,1
"791",3,10,5.5,0.98
"792",3,10,6,0.88
"793",3,10,6.5,0.94
"794",3,10,7,0.96
"795",3,10,7.5,0.9
"796",3,10,8,0.96
"797",3,10,8.5,0.96
"798",3,10,9,0.94
"799",3,10,9.5,0.98
"800",3,10,10,0.96
"801",4,0.5,0.5,0.9
"802",4,0.5,1,0.98
"803",4,0.5,1.5,0.96
"804",4,0.5,2,0.96
"805",4,0.5,2.5,0.96
"806",4,0.5,3,0.9
"807",4,0.5,3.5,0.96
"808",4,0.5,4,0.96
"809",4,0.5,4.5,0.96
"810",4,0.5,5,0.98
"811",4,0.5,5.5,0.88
"812",4,0.5,6,0.94
"813",4,0.5,6.5,0.96
"814",4,0.5,7,0.92
"815",4,0.5,7.5,0.96
"816",4,0.5,8,0.94
"817",4,0.5,8.5,0.98
"818",4,0.5,9,0.94
"819",4,0.5,9.5,0.94
"820",4,0.5,10,0.94
"821",4,1,0.5,0.98
"822",4,1,1,0.94
"823",4,1,1.5,0.96
"824",4,1,2,0.96
"825",4,1,2.5,0.9
"826",4,1,3,0.94
"827",4,1,3.5,0.92
"828",4,1,4,0.98
"829",4,1,4.5,1
"830",4,1,5,0.96
"831",4,1,5.5,0.96
"832",4,1,6,0.98
"833",4,1,6.5,0.96
"834",4,1,7,0.92
"835",4,1,7.5,0.98
"836",4,1,8,0.98
"837",4,1,8.5,0.96
"838",4,1,9,0.96
"839",4,1,9.5,0.96
"840",4,1,10,0.92
"841",4,1.5,0.5,0.94
"842",4,1.5,1,0.96
"843",4,1.5,1.5,0.94
"844",4,1.5,2,0.96
"845",4,1.5,2.5,0.98
"846",4,1.5,3,0.92
"847",4,1.5,3.5,0.98
"848",4,1.5,4,0.92
"849",4,1.5,4.5,0.96
