"","X2","X0.5","X0.5.1","X0.98"
"334",2,8.5,7,0.86
"335",2,8.5,7.5,0.96
"336",2,8.5,8,0.96
"337",2,8.5,8.5,1
"338",2,8.5,9,0.98
"339",2,8.5,9.5,0.96
"340",2,8.5,10,0.94
"341",2,9,0.5,0.96
"342",2,9,1,0.98
"343",2,9,1.5,0.98
"344",2,9,2,0.92
"345",2,9,2.5,0.94
"346",2,9,3,0.94
"347",2,9,3.5,0.94
"348",2,9,4,0.96
"349",2,9,4.5,0.98
"350",2,9,5,0.92
"351",2,9,5.5,1
"352",2,9,6,0.94
"353",2,9,6.5,0.92
"354",2,9,7,0.96
"355",2,9,7.5,0.96
"356",2,9,8,0.94
"357",2,9,8.5,0.94
"358",2,9,9,0.96
"359",2,9,9.5,0.9
"360",2,9,10,0.96
"361",2,9.5,0.5,1
"362",2,9.5,1,0.98
"363",2,9.5,1.5,0.94
"364",2,9.5,2,1
"365",2,9.5,2.5,0.98
"366",2,9.5,3,0.94
"367",2,9.5,3.5,0.94
"368",2,9.5,4,0.9
"369",2,9.5,4.5,0.94
"370",2,9.5,5,0.88
"371",2,9.5,5.5,0.98
"372",2,9.5,6,0.98
"373",2,9.5,6.5,0.9
"374",2,9.5,7,0.94
"375",2,9.5,7.5,0.94
"376",2,9.5,8,0.94
"377",2,9.5,8.5,1
"378",2,9.5,9,0.94
"379",2,9.5,9.5,0.94
"380",2,9.5,10,0.88
"381",2,10,0.5,0.98
"382",2,10,1,0.96
"383",2,10,1.5,0.92
"384",2,10,2,0.94
"385",2,10,2.5,0.98
"386",2,10,3,0.96
"387",2,10,3.5,0.94
"388",2,10,4,0.98
"389",2,10,4.5,0.96
"390",2,10,5,0.94
"391",2,10,5.5,0.94
"392",2,10,6,0.94
"393",2,10,6.5,0.94
"394",2,10,7,0.9
"395",2,10,7.5,0.9
"396",2,10,8,1
"397",2,10,8.5,0.9
"398",2,10,9,0.92
"399",2,10,9.5,0.92
"400",2,10,10,0.98
"401",3,0.5,0.5,0.92
"402",3,0.5,1,0.94
"403",3,0.5,1.5,0.96
"404",3,0.5,2,0.98
"405",3,0.5,2.5,0.94
"406",3,0.5,3,0.92
"407",3,0.5,3.5,0.94
"408",3,0.5,4,0.94
"409",3,0.5,4.5,0.92
"410",3,0.5,5,0.96
"411",3,0.5,5.5,1
"412",3,0.5,6,0.96
"413",3,0.5,6.5,0.92
"414",3,0.5,7,0.98
"415",3,0.5,7.5,0.98
"416",3,0.5,8,0.98
"417",3,0.5,8.5,0.9
"418",3,0.5,9,0.96
"419",3,0.5,9.5,0.98
"420",3,0.5,10,1
"421",3,1,0.5,0.98
"422",3,1,1,0.96
"423",3,1,1.5,0.94
"424",3,1,2,0.94
"425",3,1,2.5,0.94
"426",3,1,3,0.88
"427",3,1,3.5,0.94
"428",3,1,4,0.96
"429",3,1,4.5,1
"430",3,1,5,0.96
"431",3,1,5.5,0.9
"432",3,1,6,0.96
"433",3,1,6.5,0.98
"434",3,1,7,0.96
"435",3,1,7.5,0.98
"436",3,1,8,0.96
"437",3,1,8.5,0.98
"438",3,1,9,0.94
"439",3,1,9.5,0.94
"440",3,1,10,0.98
"441",3,1.5,0.5,0.92
"442",3,1.5,1,0.98
"443",3,1.5,1.5,0.98
"444",3,1.5,2,0.96
"445",3,1.5,2.5,0.92
"446",3,1.5,3,0.98
"447",3,1.5,3.5,0.94
"448",3,1.5,4,0.98
"449",3,1.5,4.5,0.92
"450",3,1.5,5,0.9
"451",3,1.5,5.5,0.98
"452",3,1.5,6,0.98
"453",3,1.5,6.5,0.94
"454",3,1.5,7,0.94
"455",3,1.5,7.5,0.94
"456",3,1.5,8,0.96
"457",3,1.5,8.5,0.92
"458",3,1.5,9,0.94
"459",3,1.5,9.5,0.94
"460",3,1.5,10,0.98
"461",3,2,0.5,0.9
"462",3,2,1,0.92
"463",3,2,1.5,0.92
"464",3,2,2,0.96
"465",3,2,2.5,0.98
"466",3,2,3,0.98
"467",3,2,3.5,0.94
"468",3,2,4,0.92
"469",3,2,4.5,0.96
"470",3,2,5,0.96
"471",3,2,5.5,0.94
"472",3,2,6,0.98
"473",3,2,6.5,0.96
"474",3,2,7,0.92
"475",3,2,7.5,0.98
"476",3,2,8,0.98
"477",3,2,8.5,0.98
"478",3,2,9,0.96
"479",3,2,9.5,0.96
"480",3,2,10,0.94
"481",3,2.5,0.5,0.98
"482",3,2.5,1,0.94
"483",3,2.5,1.5,0.9
"484",3,2.5,2,0.94
"485",3,2.5,2.5,0.92
"486",3,2.5,3,0.96
"487",3,2.5,3.5,0.96
"488",3,2.5,4,0.92
"489",3,2.5,4.5,0.98
"490",3,2.5,5,0.88
"491",3,2.5,5.5,0.94
"492",3,2.5,6,0.96
"493",3,2.5,6.5,0.94
"494",3,2.5,7,1
"495",3,2.5,7.5,0.94
"496",3,2.5,8,0.98
"497",3,2.5,8.5,0.96
"498",3,2.5,9,0.96
"499",3,2.5,9.5,0.98
"500",3,2.5,10,0.94
"501",3,3,0.5,0.96
"502",3,3,1,0.88
"503",3,3,1.5,0.96
"504",3,3,2,0.92
"505",3,3,2.5,0.96
"506",3,3,3,1
"507",3,3,3.5,0.92
"508",3,3,4,0.96
"509",3,3,4.5,1
"510",3,3,5,0.9
"511",3,3,5.5,0.94
"512",3,3,6,0.96
"513",3,3,6.5,0.92
"514",3,3,7,0.88
"515",3,3,7.5,0.98
"516",3,3,8,0.94
"517",3,3,8.5,0.96
"518",3,3,9,0.96
"519",3,3,9.5,0.96
"520",3,3,10,0.96
"521",3,3.5,0.5,0.92
"522",3,3.5,1,0.94
"523",3,3.5,1.5,0.96
"524",3,3.5,2,0.98
"525",3,3.5,2.5,0.94
"526",3,3.5,3,0.98
"527",3,3.5,3.5,0.96
"528",3,3.5,4,1
"529",3,3.5,4.5,0.96
"530",3,3.5,5,0.96
"531",3,3.5,5.5,1
"532",3,3.5,6,0.98
"533",3,3.5,6.5,0.98
"534",3,3.5,7,0.9
"535",3,3.5,7.5,0.92
"536",3,3.5,8,0.98
"537",3,3.5,8.5,0.94
"538",3,3.5,9,0.96
"539",3,3.5,9.5,0.92
"540",3,3.5,10,0.98
"541",3,4,0.5,0.98
"542",3,4,1,0.98
"543",3,4,1.5,0.94
"544",3,4,2,0.9
"545",3,4,2.5,0.96
"546",3,4,3,0.92
"547",3,4,3.5,0.94
"548",3,4,4,0.98
"549",3,4,4.5,0.96
"550",3,4,5,0.98
"551",3,4,5.5,0.88
"552",3,4,6,0.92
"553",3,4,6.5,0.96
"554",3,4,7,0.98
"555",3,4,7.5,0.96
"556",3,4,8,0.98
"557",3,4,8.5,0.98
"558",3,4,9,0.92
"559",3,4,9.5,0.96
"560",3,4,10,0.96
"561",3,4.5,0.5,0.94
"562",3,4.5,1,0.92
"563",3,4.5,1.5,0.9
"564",3,4.5,2,0.94
"565",3,4.5,2.5,0.92
"566",3,4.5,3,0.96
"567",3,4.5,3.5,0.92
"568",3,4.5,4,0.92
"569",3,4.5,4.5,0.98
"570",3,4.5,5,0.96
"571",3,4.5,5.5,0.94
"572",3,4.5,6,0.98
"573",3,4.5,6.5,0.94
"574",3,4.5,7,0.94
"575",3,4.5,7.5,0.98
"576",3,4.5,8,0.94
"577",3,4.5,8.5,0.94
"578",3,4.5,9,0.92
"579",3,4.5,9.5,0.9
"580",3,4.5,10,0.96
"581",3,5,0.5,0.98
"582",3,5,1,0.96
"583",3,5,1.5,0.94
"584",3,5,2,0.92
"585",3,5,2.5,0.94
"586",3,5,3,0.98
"587",3,5,3.5,0.9
"588",3,5,4,0.96
"589",3,5,4.5,0.96
"590",3,5,5,0.96
"591",3,5,5.5,0.94
"592",3,5,6,0.96
"593",3,5,6.5,0.88
"594",3,5,7,0.9
"595",3,5,7.5,0.92
"596",3,5,8,0.92
"597",3,5,8.5,0.96
"598",3,5,9,0.98
"599",3,5,9.5,0.94
"600",3,5,10,0.92
"601",3,5.5,0.5,0.96
"602",3,5.5,1,0.98
"603",3,5.5,1.5,0.92
"604",3,5.5,2,0.98
"605",3,5.5,2.5,0.98
"606",3,5.5,3,1
"607",3,5.5,3.5,0.92
"608",3,5.5,4,0.98
"609",3,5.5,4.5,0.98
"610",3,5.5,5,0.94
"611",3,5.5,5.5,0.98
"612",3,5.5,6,0.92
"613",3,5.5,6.5,0.96
"614",3,5.5,7,0.96
"615",3,5.5,7.5,0.96
"616",3,5.5,8,0.96
"617",3,5.5,8.5,0.9
"618",3,5.5,9,0.96
"619",3,5.5,9.5,0.92
"620",3,5.5,10,0.96
"621",3,6,0.5,0.96
"622",3,6,1,0.94
"623",3,6,1.5,0.9
"624",3,6,2,0.96
"625",3,6,2.5,0.9
"626",3,6,3,0.94
"627",3,6,3.5,0.94
"628",3,6,4,0.98
"629",3,6,4.5,0.96
"630",3,6,5,0.88
"631",3,6,5.5,0.94
"632",3,6,6,0.98
"633",3,6,6.5,0.94
"634",3,6,7,0.92
"635",3,6,7.5,0.96
"636",3,6,8,0.94
"637",3,6,8.5,1
"638",3,6,9,0.98
"639",3,6,9.5,0.94
"640",3,6,10,0.98
"641",3,6.5,0.5,0.94
"642",3,6.5,1,0.96
"643",3,6.5,1.5,0.94
"644",3,6.5,2,0.98
"645",3,6.5,2.5,0.94
"646",3,6.5,3,0.9
"647",3,6.5,3.5,0.96
"648",3,6.5,4,0.98
"649",3,6.5,4.5,1
"650",3,6.5,5,0.94
"651",3,6.5,5.5,0.9
"652",3,6.5,6,0.9
"653",3,6.5,6.5,0.92
"654",3,6.5,7,0.88
"655",3,6.5,7.5,0.9
"656",3,6.5,8,0.96
"657",3,6.5,8.5,0.96
"658",3,6.5,9,0.94
"659",3,6.5,9.5,0.96
"660",3,6.5,10,0.92
"661",3,7,0.5,0.92
"662",3,7,1,0.96
"663",3,7,1.5,0.92
"664",3,7,2,0.94
"665",3,7,2.5,0.94
"666",3,7,3,1
"667",3,7,3.5,0.98
"668",3,7,4,0.98
"669",3,7,4.5,0.92
"670",3,7,5,0.9
"671",3,7,5.5,0.98
"672",3,7,6,0.94
"673",3,7,6.5,0.96
"674",3,7,7,0.92
"675",3,7,7.5,1
"676",3,7,8,1
"677",3,7,8.5,0.94
"678",3,7,9,0.96
"679",3,7,9.5,0.98
"680",3,7,10,0.98
"681",3,7.5,0.5,0.92
"682",3,7.5,1,0.94
"683",3,7.5,1.5,0.9
"684",3,7.5,2,0.98
"685",3,7.5,2.5,0.96
"686",3,7.5,3,0.9
"687",3,7.5,3.5,0.98
"688",3,7.5,4,0.88
"689",3,7.5,4.5,0.98
"690",3,7.5,5,1
"691",3,7.5,5.5,0.92
"692",3,7.5,6,1
"693",3,7.5,6.5,0.94
"694",3,7.5,7,0.92
"695",3,7.5,7.5,0.94
"696",3,7.5,8,0.96
"697",3,7.5,8.5,0.9
"698",3,7.5,9,0.94
"699",3,7.5,9.5,0.98
"700",3,7.5,10,0.98
"701",3,8,0.5,0.96
"702",3,8,1,0.9
"703",3,8,1.5,1
"704",3,8,2,0.96
"705",3,8,2.5,0.92
"706",3,8,3,0.96
"707",3,8,3.5,0.92
"708",3,8,4,0.98
"709",3,8,4.5,0.94
"710",3,8,5,0.96
"711",3,8,5.5,0.96
"712",3,8,6,0.92
"713",3,8,6.5,0.94
"714",3,8,7,0.96
"715",3,8,7.5,0.96
"716",3,8,8,0.96
"717",3,8,8.5,0.98
"718",3,8,9,0.96
"719",3,8,9.5,0.9
"720",3,8,10,0.92
"721",3,8.5,0.5,0.96
"722",3,8.5,1,0.94
"723",3,8.5,1.5,0.94
"724",3,8.5,2,0.98
"725",3,8.5,2.5,0.88
"726",3,8.5,3,0.88
"727",3,8.5,3.5,0.92
"728",3,8.5,4,0.94
"729",3,8.5,4.5,0.98
"730",3,8.5,5,0.96
"731",3,8.5,5.5,0.92
"732",3,8.5,6,0.98
"733",3,8.5,6.5,0.98
"734",3,8.5,7,0.96
"735",3,8.5,7.5,0.94
"736",3,8.5,8,0.94
"737",3,8.5,8.5,0.92
"738",3,8.5,9,0.92
"739",3,8.5,9.5,0.98
"740",3,8.5,10,0.92
"741",3,9,0.5,0.98
"742",3,9,1,0.9
"743",3,9,1.5,0.98
"744",3,9,2,0.96
"745",3,9,2.5,0.98
"746",3,9,3,0.98
"747",3,9,3.5,0.96
"748",3,9,4,0.86
"749",3,9,4.5,0.92
"750",3,9,5,0.96
"751",3,9,5.5,0.96
"752",3,9,6,0.98
"753",3,9,6.5,0.98
"754",3,9,7,0.98
"755",3,9,7.5,0.94
"756",3,9,8,0.96
"757",3,9,8.5,0.92
"758",3,9,9,0.92
"759",3,9,9.5,0.98
"760",3,9,10,0.94
"761",3,9.5,0.5,0.98
"762",3,9.5,1,0.94
"763",3,9.5,1.5,0.96
"764",3,9.5,2,0.92
"765",3,9.5,2.5,0.94
"766",3,9.5,3,0.92
"767",3,9.5,3.5,0.94
"768",3,9.5,4,0.94
"769",3,9.5,4.5,0.94
"770",3,9.5,5,0.94
"771",3,9.5,5.5,1
"772",3,9.5,6,0.94
"773",3,9.5,6.5,0.96
"774",3,9.5,7,0.92
"775",3,9.5,7.5,0.92
"776",3,9.5,8,1
"777",3,9.5,8.5,0.96
"778",3,9.5,9,0.96
"779",3,9.5,9.5,0.94
"780",3,9.5,10,0.9
"781",3,10,0.5,0.92
"782",3,10,1,0.96
"783",3,10,1.5,0.96
"784",3,10,2,1
"785",3,10,2.5,0.96
"786",3,10,3,0.98
"787",3,10,3.5,0.94
"788",3,10,4,0.98
"789",3,10,4.5,0.94
"790",3,10,5,0.94
"791",3,10,5.5,1
"792",3,10,6,0.98
"793",3,10,6.5,0.96
"794",3,10,7,0.98
"795",3,10,7.5,0.96
"796",3,10,8,0.98
"797",3,10,8.5,0.92
"798",3,10,9,0.9
"799",3,10,9.5,0.9
"800",3,10,10,0.94
"801",4,0.5,0.5,0.98
"802",4,0.5,1,0.96
"803",4,0.5,1.5,0.98
"804",4,0.5,2,0.98
"805",4,0.5,2.5,0.96
"806",4,0.5,3,0.94
"807",4,0.5,3.5,0.98
"808",4,0.5,4,0.98
"809",4,0.5,4.5,1
"810",4,0.5,5,0.94
"811",4,0.5,5.5,0.94
"812",4,0.5,6,0.94
"813",4,0.5,6.5,0.88
"814",4,0.5,7,1
"815",4,0.5,7.5,0.92
"816",4,0.5,8,0.88
"817",4,0.5,8.5,0.94
"818",4,0.5,9,0.96
"819",4,0.5,9.5,0.94
"820",4,0.5,10,0.94
"821",4,1,0.5,0.96
"822",4,1,1,0.94
"823",4,1,1.5,0.98
"824",4,1,2,0.98
"825",4,1,2.5,0.94
"826",4,1,3,0.98
"827",4,1,3.5,0.94
"828",4,1,4,0.96
"829",4,1,4.5,0.98
"830",4,1,5,0.96
"831",4,1,5.5,0.98
"832",4,1,6,0.88
"833",4,1,6.5,0.94
"834",4,1,7,0.96
"835",4,1,7.5,0.92
"836",4,1,8,0.94
"837",4,1,8.5,1
"838",4,1,9,0.92
"839",4,1,9.5,0.94
"840",4,1,10,0.92
"841",4,1.5,0.5,0.94
"842",4,1.5,1,0.96
"843",4,1.5,1.5,0.98
"844",4,1.5,2,0.96
"845",4,1.5,2.5,0.96
"846",4,1.5,3,0.92
"847",4,1.5,3.5,0.96
"848",4,1.5,4,0.98
"849",4,1.5,4.5,0.92
"850",4,1.5,5,0.94
"851",4,1.5,5.5,0.92
"852",4,1.5,6,0.94
"853",4,1.5,6.5,0.96
"854",4,1.5,7,0.94
"855",4,1.5,7.5,0.92
"856",4,1.5,8,0.96
"857",4,1.5,8.5,0.98
"858",4,1.5,9,0.96
"859",4,1.5,9.5,0.9
"860",4,1.5,10,0.98
"861",4,2,0.5,0.96
"862",4,2,1,0.94
"863",4,2,1.5,0.94
"864",4,2,2,0.92
"865",4,2,2.5,0.98
"866",4,2,3,0.96
"867",4,2,3.5,0.94
"868",4,2,4,0.98
"869",4,2,4.5,0.96
"870",4,2,5,0.98
"871",4,2,5.5,0.98
